GEOGRAPHY_ID,GEOGRAPHY_ID_TYPE,GEOGRAPHY_NAME,GEOGRAPHY_TYPE,GEOGRAPHY_COMMUNITY_NAME,GEOGRAPHY_COMMUNITY_ID,PDX18_TYPE,COO16_TYPE,COO18_TYPE,COOREV18_MF_TYPE,COOREV18_SF_TYPE
53033008600,GEOID,"Census Tract 86, King County, Washington",tract,NA,NA,Dynamic,Early Type 2,Late,NA,Late
53033008700,GEOID,"Census Tract 87, King County, Washington",tract,NA,NA,Early Type 2,Susceptible,Late,NA,Late
53033008800,GEOID,"Census Tract 88, King County, Washington",tract,NA,NA,Continued Loss,NA,Continued Loss,NA,Continued Loss
53033008900,GEOID,"Census Tract 89, King County, Washington",tract,NA,NA,NA,NA,NA,NA,NA
53033009000,GEOID,"Census Tract 90, King County, Washington",tract,NA,NA,Early Type 2,Dynamic,Dynamic,NA,Dynamic
53033009100,GEOID,"Census Tract 91, King County, Washington",tract,NA,NA,Early Type 2,NA,NA,Dynamic,NA
53033009200,GEOID,"Census Tract 92, King County, Washington",tract,NA,NA,Late,NA,NA,Late,NA
53033009300,GEOID,"Census Tract 93, King County, Washington",tract,NA,NA,Early Type 1,Dynamic,Susceptible,NA,Early Type 1
53033009400,GEOID,"Census Tract 94, King County, Washington",tract,NA,NA,Early Type 1,Dynamic,Susceptible,NA,Early Type 1
53033009500,GEOID,"Census Tract 95, King County, Washington",tract,NA,NA,Continued Loss,NA,NA,NA,NA
53033009600,GEOID,"Census Tract 96, King County, Washington",tract,NA,NA,NA,NA,NA,NA,NA
53033009701,GEOID,"Census Tract 97.01, King County, Washington",tract,NA,NA,NA,NA,NA,NA,NA
53033009702,GEOID,"Census Tract 97.02, King County, Washington",tract,NA,NA,NA,NA,NA,NA,NA
53033009800,GEOID,"Census Tract 98, King County, Washington",tract,NA,NA,Continued Loss,NA,NA,NA,NA
53033009900,GEOID,"Census Tract 99, King County, Washington",tract,NA,NA,NA,NA,NA,NA,NA
53033010001,GEOID,"Census Tract 100.01, King County, Washington",tract,Rainier Valley,RV,Early Type 2,Dynamic,Early Type 2,NA,Early Type 2
53033010002,GEOID,"Census Tract 100.02, King County, Washington",tract,NA,NA,Dynamic,Dynamic,NA,NA,Dynamic
53033010100,GEOID,"Census Tract 101, King County, Washington",tract,NA,NA,Early Type 1,Dynamic,Early Type 1,NA,Early Type 1
53033010200,GEOID,"Census Tract 102, King County, Washington",tract,NA,NA,Continued Loss,Continued Loss,NA,NA,NA
53033010300,GEOID,"Census Tract 103, King County, Washington",tract,Rainier Valley,RV,Early Type 2,Early Type 2,Early Type 2,NA,Dynamic
53033010401,GEOID,"Census Tract 104.01, King County, Washington",tract,Rainier Valley,RV,Early Type 2,Susceptible,Early Type 2,NA,Dynamic
53033010402,GEOID,"Census Tract 104.02, King County, Washington",tract,NA,NA,Susceptible,Early Type 1,NA,NA,Susceptible
53033010500,GEOID,"Census Tract 105, King County, Washington",tract,NA,NA,Continued Loss,NA,NA,NA,NA
53033010600,GEOID,"Census Tract 106, King County, Washington",tract,NA,NA,Continued Loss,NA,NA,NA,NA
53033010701,GEOID,"Census Tract 107.01, King County, Washington",tract,NA,NA,Early Type 2,NA,Early Type 2,NA,Dynamic
53033010702,GEOID,"Census Tract 107.02, King County, Washington",tract,NA,NA,Susceptible,Susceptible,Susceptible,NA,Early Type 1
53033010800,GEOID,"Census Tract 108, King County, Washington",tract,NA,NA,NA,NA,NA,NA,NA
53033010900,GEOID,"Census Tract 109, King County, Washington",tract,NA,NA,Early Type 2,Early Type 2,NA,NA,Dynamic
53033011001,GEOID,"Census Tract 110.01, King County, Washington",tract,Rainier Valley,RV,Susceptible,NA,NA,NA,Susceptible
53033011002,GEOID,"Census Tract 110.02, King County, Washington",tract,Rainier Valley,RV,NA,Susceptible,NA,NA,Early Type 1
53033011101,GEOID,"Census Tract 111.01, King County, Washington",tract,Rainier Valley,RV,Dynamic,Early Type 2,Early Type 2,NA,Dynamic
53033011102,GEOID,"Census Tract 111.02, King County, Washington",tract,Rainier Valley,RV,NA,NA,NA,NA,Early Type 1
53033011200,GEOID,"Census Tract 112, King County, Washington",tract,NA,NA,NA,NA,NA,NA,NA
53033011300,GEOID,"Census Tract 113, King County, Washington",tract,NA,NA,Susceptible,NA,Early Type 1,NA,Early Type 1
53033011401,GEOID,"Census Tract 114.01, King County, Washington",tract,NA,NA,Susceptible,NA,Early Type 1,NA,Early Type 1
53033011402,GEOID,"Census Tract 114.02, King County, Washington",tract,NA,NA,Susceptible,Susceptible,Early Type 1,NA,Early Type 1
53033011500,GEOID,"Census Tract 115, King County, Washington",tract,NA,NA,NA,NA,NA,NA,NA
53033011600,GEOID,"Census Tract 116, King County, Washington",tract,NA,NA,NA,NA,NA,NA,NA
53033011700,GEOID,"Census Tract 117, King County, Washington",tract,Rainier Valley,RV,Early Type 2,NA,NA,NA,Dynamic
53033011800,GEOID,"Census Tract 118, King County, Washington",tract,Rainier Valley,RV,Susceptible,Susceptible,Susceptible,NA,Early Type 1
53033011900,GEOID,"Census Tract 119, King County, Washington",tract,Rainier Valley,RV,NA,Early Type 2,NA,NA,NA
53033012000,GEOID,"Census Tract 120, King County, Washington",tract,NA,NA,NA,NA,NA,NA,NA
53033012100,GEOID,"Census Tract 121, King County, Washington",tract,NA,NA,NA,NA,NA,NA,NA
53033020100,GEOID,"Census Tract 201, King County, Washington",tract,NA,NA,NA,NA,NA,NA,NA
53033020200,GEOID,"Census Tract 202, King County, Washington",tract,NA,NA,NA,NA,NA,NA,NA
53033020300,GEOID,"Census Tract 203, King County, Washington",tract,NA,NA,NA,NA,Early Type 1,NA,Early Type 1
53033020401,GEOID,"Census Tract 204.01, King County, Washington",tract,NA,NA,NA,NA,NA,NA,NA
53033020402,GEOID,"Census Tract 204.02, King County, Washington",tract,NA,NA,NA,NA,NA,NA,NA
53033020500,GEOID,"Census Tract 205, King County, Washington",tract,NA,NA,Susceptible,NA,Susceptible,NA,Early Type 1
53033020600,GEOID,"Census Tract 206, King County, Washington",tract,NA,NA,NA,NA,NA,NA,NA
53033020700,GEOID,"Census Tract 207, King County, Washington",tract,NA,NA,Susceptible,NA,Early Type 1,NA,Early Type 1
53033020800,GEOID,"Census Tract 208, King County, Washington",tract,NA,NA,NA,NA,NA,NA,NA
53033020900,GEOID,"Census Tract 209, King County, Washington",tract,NA,NA,NA,NA,NA,NA,NA
53033021000,GEOID,"Census Tract 210, King County, Washington",tract,NA,NA,NA,Susceptible,Dynamic,NA,NA
53033021100,GEOID,"Census Tract 211, King County, Washington",tract,NA,NA,Early Type 1,Susceptible,Susceptible,NA,Susceptible
53033021300,GEOID,"Census Tract 213, King County, Washington",tract,NA,NA,Continued Loss,NA,NA,NA,NA
53033021400,GEOID,"Census Tract 214, King County, Washington",tract,NA,NA,NA,NA,NA,NA,NA
53033021500,GEOID,"Census Tract 215, King County, Washington",tract,NA,NA,NA,NA,NA,NA,NA
53033021600,GEOID,"Census Tract 216, King County, Washington",tract,NA,NA,NA,NA,NA,NA,NA
53033021700,GEOID,"Census Tract 217, King County, Washington",tract,NA,NA,Dynamic,NA,NA,NA,Dynamic
53033021802,GEOID,"Census Tract 218.02, King County, Washington",tract,NA,NA,NA,NA,NA,NA,NA
53033021803,GEOID,"Census Tract 218.03, King County, Washington",tract,NA,NA,NA,NA,NA,NA,NA
53033021804,GEOID,"Census Tract 218.04, King County, Washington",tract,NA,NA,NA,NA,NA,NA,NA
53033021903,GEOID,"Census Tract 219.03, King County, Washington",tract,NA,NA,NA,NA,NA,NA,NA
53033021904,GEOID,"Census Tract 219.04, King County, Washington",tract,NA,NA,NA,NA,NA,NA,NA
53033021905,GEOID,"Census Tract 219.05, King County, Washington",tract,NA,NA,NA,NA,NA,NA,NA
53033021906,GEOID,"Census Tract 219.06, King County, Washington",tract,NA,NA,NA,NA,NA,NA,NA
53033022001,GEOID,"Census Tract 220.01, King County, Washington",tract,NA,NA,NA,NA,NA,NA,NA
53033022003,GEOID,"Census Tract 220.03, King County, Washington",tract,NA,NA,NA,NA,NA,NA,Continued Loss
53033022005,GEOID,"Census Tract 220.05, King County, Washington",tract,NA,NA,NA,NA,NA,NA,NA
53033022006,GEOID,"Census Tract 220.06, King County, Washington",tract,NA,NA,NA,NA,NA,NA,NA
53033022101,GEOID,"Census Tract 221.01, King County, Washington",tract,NA,NA,NA,Continued Loss,NA,NA,NA
53033022102,GEOID,"Census Tract 221.02, King County, Washington",tract,NA,NA,NA,NA,NA,NA,NA
53033022201,GEOID,"Census Tract 222.01, King County, Washington",tract,NA,NA,NA,NA,NA,NA,NA
53033022202,GEOID,"Census Tract 222.02, King County, Washington",tract,NA,NA,NA,NA,NA,NA,Continued Loss
53033022203,GEOID,"Census Tract 222.03, King County, Washington",tract,NA,NA,NA,Continued Loss,NA,NA,NA
53033022300,GEOID,"Census Tract 223, King County, Washington",tract,NA,NA,NA,NA,NA,NA,NA
53033022400,GEOID,"Census Tract 224, King County, Washington",tract,NA,NA,NA,NA,NA,NA,NA
53033022500,GEOID,"Census Tract 225, King County, Washington",tract,NA,NA,NA,NA,NA,NA,NA
53033022603,GEOID,"Census Tract 226.03, King County, Washington",tract,NA,NA,NA,NA,NA,NA,NA
53033022604,GEOID,"Census Tract 226.04, King County, Washington",tract,NA,NA,NA,NA,NA,NA,NA
53033022605,GEOID,"Census Tract 226.05, King County, Washington",tract,NA,NA,Susceptible,NA,NA,NA,NA
53033022606,GEOID,"Census Tract 226.06, King County, Washington",tract,NA,NA,NA,NA,NA,NA,NA
53033022701,GEOID,"Census Tract 227.01, King County, Washington",tract,NA,NA,NA,NA,NA,NA,NA
53033022702,GEOID,"Census Tract 227.02, King County, Washington",tract,NA,NA,NA,NA,NA,NA,NA
53033022703,GEOID,"Census Tract 227.03, King County, Washington",tract,NA,NA,NA,NA,NA,NA,NA
53033022801,GEOID,"Census Tract 228.01, King County, Washington",tract,NA,NA,NA,NA,NA,NA,NA
53033022802,GEOID,"Census Tract 228.02, King County, Washington",tract,NA,NA,NA,NA,Continued Loss,NA,Continued Loss
53033022803,GEOID,"Census Tract 228.03, King County, Washington",tract,NA,NA,NA,NA,NA,NA,NA
53033022901,GEOID,"Census Tract 229.01, King County, Washington",tract,NA,NA,NA,NA,NA,NA,NA
53033022902,GEOID,"Census Tract 229.02, King County, Washington",tract,NA,NA,NA,NA,NA,NA,Continued Loss
53033023000,GEOID,"Census Tract 230, King County, Washington",tract,NA,NA,NA,NA,NA,NA,NA
53033023100,GEOID,"Census Tract 231, King County, Washington",tract,NA,NA,NA,NA,NA,NA,NA
53033023201,GEOID,"Census Tract 232.01, King County, Washington",tract,NA,NA,NA,NA,Continued Loss,NA,Continued Loss
53033023202,GEOID,"Census Tract 232.02, King County, Washington",tract,NA,NA,Susceptible,NA,NA,NA,NA
53033023300,GEOID,"Census Tract 233, King County, Washington",tract,NA,NA,NA,NA,NA,NA,NA
53033023401,GEOID,"Census Tract 234.01, King County, Washington",tract,NA,NA,NA,NA,NA,NA,NA
53033023403,GEOID,"Census Tract 234.03, King County, Washington",tract,NA,NA,NA,NA,NA,NA,NA
53033023404,GEOID,"Census Tract 234.04, King County, Washington",tract,NA,NA,NA,NA,NA,NA,Continued Loss
53033023500,GEOID,"Census Tract 235, King County, Washington",tract,NA,NA,NA,NA,NA,NA,NA
53033023601,GEOID,"Census Tract 236.01, King County, Washington",tract,NA,NA,NA,NA,NA,NA,NA
53033023603,GEOID,"Census Tract 236.03, King County, Washington",tract,NA,NA,Continued Loss,NA,NA,NA,Continued Loss
53033023604,GEOID,"Census Tract 236.04, King County, Washington",tract,NA,NA,NA,NA,NA,NA,NA
53033023700,GEOID,"Census Tract 237, King County, Washington",tract,NA,NA,NA,NA,NA,NA,NA
53033023801,GEOID,"Census Tract 238.01, King County, Washington",tract,NA,NA,NA,NA,NA,NA,NA
53033023803,GEOID,"Census Tract 238.03, King County, Washington",tract,NA,NA,NA,NA,NA,NA,NA
53033023804,GEOID,"Census Tract 238.04, King County, Washington",tract,NA,NA,NA,NA,NA,NA,NA
53033023900,GEOID,"Census Tract 239, King County, Washington",tract,NA,NA,NA,NA,NA,NA,NA
53033024000,GEOID,"Census Tract 240, King County, Washington",tract,NA,NA,NA,NA,NA,NA,NA
53033024100,GEOID,"Census Tract 241, King County, Washington",tract,NA,NA,NA,NA,NA,NA,NA
53033024200,GEOID,"Census Tract 242, King County, Washington",tract,NA,NA,NA,NA,NA,NA,NA
53033024300,GEOID,"Census Tract 243, King County, Washington",tract,NA,NA,NA,NA,NA,NA,NA
53033024400,GEOID,"Census Tract 244, King County, Washington",tract,NA,NA,NA,NA,NA,NA,NA
53033024500,GEOID,"Census Tract 245, King County, Washington",tract,NA,NA,NA,NA,NA,NA,NA
53033024601,GEOID,"Census Tract 246.01, King County, Washington",tract,NA,NA,NA,NA,NA,NA,NA
53033024602,GEOID,"Census Tract 246.02, King County, Washington",tract,NA,NA,NA,NA,NA,NA,NA
53033024701,GEOID,"Census Tract 247.01, King County, Washington",tract,NA,NA,NA,NA,NA,NA,NA
53033024702,GEOID,"Census Tract 247.02, King County, Washington",tract,NA,NA,NA,NA,NA,NA,NA
53033024800,GEOID,"Census Tract 248, King County, Washington",tract,NA,NA,Early Type 1,NA,NA,NA,NA
53033024901,GEOID,"Census Tract 249.01, King County, Washington",tract,NA,NA,NA,NA,NA,NA,NA
53033024902,GEOID,"Census Tract 249.02, King County, Washington",tract,NA,NA,NA,NA,NA,NA,Continued Loss
53033024903,GEOID,"Census Tract 249.03, King County, Washington",tract,NA,NA,NA,NA,NA,NA,NA
53033025001,GEOID,"Census Tract 250.01, King County, Washington",tract,NA,NA,NA,NA,Continued Loss,NA,Continued Loss
53033025003,GEOID,"Census Tract 250.03, King County, Washington",tract,NA,NA,NA,NA,NA,NA,NA
53033025005,GEOID,"Census Tract 250.05, King County, Washington",tract,NA,NA,NA,NA,NA,NA,NA
53033025006,GEOID,"Census Tract 250.06, King County, Washington",tract,NA,NA,NA,NA,NA,NA,NA
53033025101,GEOID,"Census Tract 251.01, King County, Washington",tract,NA,NA,NA,NA,NA,NA,NA
53033025102,GEOID,"Census Tract 251.02, King County, Washington",tract,NA,NA,NA,NA,NA,NA,NA
53033025200,GEOID,"Census Tract 252, King County, Washington",tract,NA,NA,NA,Early Type 1,NA,NA,NA
53033025301,GEOID,"Census Tract 253.01, King County, Washington",tract,NA,NA,Susceptible,NA,NA,NA,Early Type 1
53033025302,GEOID,"Census Tract 253.02, King County, Washington",tract,NA,NA,Early Type 1,Early Type 1,Early Type 1,NA,Early Type 1
53033025400,GEOID,"Census Tract 254, King County, Washington",tract,NA,NA,NA,Early Type 1,NA,NA,NA
53033025500,GEOID,"Census Tract 255, King County, Washington",tract,NA,NA,Dynamic,Dynamic,Early Type 2,NA,Dynamic
53033025601,GEOID,"Census Tract 256.01, King County, Washington",tract,NA,NA,Early Type 1,NA,Early Type 1,NA,Early Type 1
53033025602,GEOID,"Census Tract 256.02, King County, Washington",tract,NA,NA,NA,NA,NA,NA,NA
53033025701,GEOID,"Census Tract 257.01, King County, Washington",tract,NA,NA,Susceptible,Susceptible,Susceptible,NA,Susceptible
53033025702,GEOID,"Census Tract 257.02, King County, Washington",tract,NA,NA,NA,NA,NA,NA,NA
53033025803,GEOID,"Census Tract 258.03, King County, Washington",tract,NA,NA,NA,NA,NA,NA,Early Type 1
53033025804,GEOID,"Census Tract 258.04, King County, Washington",tract,NA,NA,NA,NA,NA,NA,Susceptible
53033025805,GEOID,"Census Tract 258.05, King County, Washington",tract,NA,NA,NA,NA,NA,NA,Susceptible
53033025806,GEOID,"Census Tract 258.06, King County, Washington",tract,NA,NA,NA,Early Type 2,NA,NA,NA
53033026001,GEOID,"Census Tract 260.01, King County, Washington",tract,NA,NA,NA,Susceptible,NA,NA,NA
53033026002,GEOID,"Census Tract 260.02, King County, Washington",tract,NA,NA,Susceptible,Early Type 2,Susceptible,NA,Early Type 1
53033026100,GEOID,"Census Tract 261, King County, Washington",tract,Seatac/Tukwila,STC_TUK,NA,NA,Susceptible,NA,Susceptible
53033026200,GEOID,"Census Tract 262, King County, Washington",tract,Seatac/Tukwila,STC_TUK,Early Type 2,Susceptible,Dynamic,NA,Dynamic
53033026300,GEOID,"Census Tract 263, King County, Washington",tract,Seatac/Tukwila,STC_TUK,NA,NA,Susceptible,NA,Early Type 1
53033026400,GEOID,"Census Tract 264, King County, Washington",tract,Seatac/Tukwila,STC_TUK,Early Type 2,NA,NA,NA,Dynamic
53033026500,GEOID,"Census Tract 265, King County, Washington",tract,White Center,WC,Early Type 1,NA,Susceptible,NA,Early Type 1
53033026600,GEOID,"Census Tract 266, King County, Washington",tract,White Center,WC,Early Type 2,Early Type 2,Early Type 2,NA,Dynamic
53033026700,GEOID,"Census Tract 267, King County, Washington",tract,White Center,WC,NA,Early Type 2,NA,NA,NA
53033026801,GEOID,"Census Tract 268.01, King County, Washington",tract,White Center,WC,Susceptible,NA,NA,NA,Early Type 1
53033026802,GEOID,"Census Tract 268.02, King County, Washington",tract,White Center,WC,NA,NA,NA,NA,Early Type 1
53033027000,GEOID,"Census Tract 270, King County, Washington",tract,White Center,WC,Susceptible,NA,NA,NA,Early Type 1
53033027100,GEOID,"Census Tract 271, King County, Washington",tract,Seatac/Tukwila,STC_TUK,NA,NA,NA,NA,Early Type 2
53033027200,GEOID,"Census Tract 272, King County, Washington",tract,Seatac/Tukwila,STC_TUK,NA,NA,Susceptible,NA,Early Type 1
53033027300,GEOID,"Census Tract 273, King County, Washington",tract,Seatac/Tukwila,STC_TUK,NA,NA,NA,NA,Early Type 1
53033027400,GEOID,"Census Tract 274, King County, Washington",tract,NA,NA,NA,NA,NA,NA,Early Type 1
53033027500,GEOID,"Census Tract 275, King County, Washington",tract,NA,NA,Susceptible,Susceptible,Susceptible,NA,Early Type 1
53033027600,GEOID,"Census Tract 276, King County, Washington",tract,NA,NA,Dynamic,Early Type 1,Dynamic,NA,Dynamic
53033027701,GEOID,"Census Tract 277.01, King County, Washington",tract,NA,NA,NA,NA,NA,NA,NA
53033027702,GEOID,"Census Tract 277.02, King County, Washington",tract,NA,NA,NA,NA,NA,NA,NA
53033027800,GEOID,"Census Tract 278, King County, Washington",tract,NA,NA,NA,NA,NA,NA,NA
53033027900,GEOID,"Census Tract 279, King County, Washington",tract,NA,NA,Susceptible,Susceptible,Susceptible,NA,Early Type 1
53033028000,GEOID,"Census Tract 280, King County, Washington",tract,Seatac/Tukwila,STC_TUK,Susceptible,Susceptible,NA,NA,Early Type 1
53033028100,GEOID,"Census Tract 281, King County, Washington",tract,Seatac/Tukwila,STC_TUK,NA,NA,NA,NA,Early Type 2
53033028200,GEOID,"Census Tract 282, King County, Washington",tract,Seatac/Tukwila,STC_TUK,Susceptible,NA,Susceptible,NA,Early Type 1
53033028300,GEOID,"Census Tract 283, King County, Washington",tract,Seatac/Tukwila,STC_TUK,NA,NA,NA,NA,NA
53033028402,GEOID,"Census Tract 284.02, King County, Washington",tract,Seatac/Tukwila,STC_TUK,Susceptible,NA,NA,NA,Early Type 1
53033028403,GEOID,"Census Tract 284.03, King County, Washington",tract,Seatac/Tukwila,STC_TUK,Susceptible,NA,NA,NA,Susceptible
53033028500,GEOID,"Census Tract 285, King County, Washington",tract,Seatac/Tukwila,STC_TUK,Susceptible,Susceptible,NA,NA,Early Type 1
53033028600,GEOID,"Census Tract 286, King County, Washington",tract,NA,NA,Continued Loss,NA,NA,NA,NA
